Feb 24 16:54:59.234 [notice] Tor 0.3.1.7 (git-6babd3d9ba9318b3) running on Windows 7 with Libevent 2.0.22-stable, OpenSSL 1.0.2k, Zlib 1.2.8, Liblzma N/A, and Libzstd N/A.
Feb 24 16:54:59.236 [notice] Tor can't help you if you use it wrong! Learn how to be safe at https://www.torproject.org/download/download#warning
Feb 24 16:54:59.255 [notice] Configuration file "C:\Users\massivedesign\AppData\Roaming\tor\torrc" not present, using reasonable defaults.
Feb 24 16:54:59.260 [warn] You specified a public address '0.0.0.0:9050' for SocksPort. Other people on the Internet might find your computer and use it as an open proxy. Please don't allow this unless you have a good reason.
Feb 24 16:54:59.260 [warn] Path for GeoIPFile (Tor/geoip) is relative and will resolve to C:\Users\massivedesign\CloudStation\PyArchArtBot\ipchanger\Tor\geoip. Is this what you wanted?
Feb 24 16:54:59.260 [warn] Path for GeoIPv6File (Tor/geoip6) is relative and will resolve to C:\Users\massivedesign\CloudStation\PyArchArtBot\ipchanger\Tor\geoip6. Is this what you wanted?
Feb 24 16:54:59.260 [warn] Path for DataDirectory (Data/tordata0) is relative and will resolve to C:\Users\massivedesign\CloudStation\PyArchArtBot\ipchanger\Data\tordata0. Is this what you wanted?
Feb 24 16:54:59.261 [notice] Wow!  I detected that you have 32 CPUs. I will not autodetect any more than 16, though.  If you want to configure more, set NumCPUs in your torrc
Feb 24 16:54:59.263 [warn] You specified a public address '0.0.0.0:9050' for SocksPort. Other people on the Internet might find your computer and use it as an open proxy. Please don't allow this unless you have a good reason.
Feb 24 16:54:59.263 [notice] Opening Socks listener on 0.0.0.0:9050
Feb 24 16:54:59.264 [notice] Opening DNS listener on 127.0.0.1:53
Feb 24 16:54:59.264 [notice] Opening Control listener on 127.0.0.1:15000
Feb 24 16:54:59.000 [notice] Parsing GEOIP IPv4 file Tor/geoip.
Feb 24 16:54:59.000 [notice] Parsing GEOIP IPv6 file Tor/geoip6.
Feb 24 16:54:59.000 [notice] Bootstrapped 0%: Starting
Feb 24 16:55:00.000 [notice] Starting with guard context "default"
Feb 24 16:55:00.000 [notice] Bootstrapped 80%: Connecting to the Tor network
Feb 24 16:55:04.000 [notice] Bootstrapped 85%: Finishing handshake with first hop
Feb 24 16:55:04.000 [notice] Bootstrapped 90%: Establishing a Tor circuit
Feb 24 17:00:06.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:00:16.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:00:26.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:00:36.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:00:46.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:00:56.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:01:06.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:01:16.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:01:26.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:01:36.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:01:46.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:01:56.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:02:06.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:02:16.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:02:26.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:02:36.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:02:46.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:02:56.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:03:06.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:03:16.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:03:26.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:03:36.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:03:46.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:03:56.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:04:06.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:04:16.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:04:26.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:04:36.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:04:46.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:04:56.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:05:06.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:05:16.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:05:26.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:05:36.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:05:46.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:05:56.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:06:06.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:06:16.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:06:26.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:06:36.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:06:46.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:06:56.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:07:06.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:07:16.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:07:26.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:07:36.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:07:46.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:07:56.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:08:06.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:08:16.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:08:26.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:08:36.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:08:46.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:08:56.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:09:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:09:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:09:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:09:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:09:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:09:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:10:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:10:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:10:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:10:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:10:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:10:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:11:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:11:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:11:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:11:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:11:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:11:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:12:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:12:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:12:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:12:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:12:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:12:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:13:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:13:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:13:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:13:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:13:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:13:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:14:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:14:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:14:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:14:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:14:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:14:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:15:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:15:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:15:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:15:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:15:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:15:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:16:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:16:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:16:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:16:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:16:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:16:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:17:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:17:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:17:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:17:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:17:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:17:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:18:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:18:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:18:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:18:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:18:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:18:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:19:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:19:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:19:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:19:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:19:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:19:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:20:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:20:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:20:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:20:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:20:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:20:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:21:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:21:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:21:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:21:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:21:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:21:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:22:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:22:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:22:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:22:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:22:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:22:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:23:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:23:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:23:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:23:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:23:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:23:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:24:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:24:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:24:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:24:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:24:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:24:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:25:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:25:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:25:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:25:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:25:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:25:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:26:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:26:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:26:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:26:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:26:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:26:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:27:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:27:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:27:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:27:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:27:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:27:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:28:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:28:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:28:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:28:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:28:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:28:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:29:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:29:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:29:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:29:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:29:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:29:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:30:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:30:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:30:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:30:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:30:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:30:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:31:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:31:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:31:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:31:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:31:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:31:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:32:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:32:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:32:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:32:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:32:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:32:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:33:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:33:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:33:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:33:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:33:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:33:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:34:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:34:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:34:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:34:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:34:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:34:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:35:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:35:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:35:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:35:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:35:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:35:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:36:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:36:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:36:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:36:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:36:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:36:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:37:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:37:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:37:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:37:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:37:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:37:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:38:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:38:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:38:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:38:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:38:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:38:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:39:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:39:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:39:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:39:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:39:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:39:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:40:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:40:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:40:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:40:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:40:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:40:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:41:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:41:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:41:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:41:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:41:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:41:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:42:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:42:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:42:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:42:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:42:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:42:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:43:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:43:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:43:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:43:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:43:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:43:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:44:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:44:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:44:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:44:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:44:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:44:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:45:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:45:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:45:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:45:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:45:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:45:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:46:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:46:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:46:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:46:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:46:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:46:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:47:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:47:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:47:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:47:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:47:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:47:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:48:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:48:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:48:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:48:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:48:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:48:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:49:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:49:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:49:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:49:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:49:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:49:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:50:07.000 [notice] New control connection opened from 127.0.0.1.
